temp,temp2,temp3,unix_time,gps_lat,gps_lon,gps_alt,gps_velocity,gps_num_sats,cpu_temp,cpu_load,used_memory,free_memory,used_disk,free_disk,tmp1,bme_temp,bme_humidity,bme_pressure,bme_altitude,batt_voltage,batt_current,v_3v3,i_3v3,v_5v0,i_5v0,v_vbatt,i_vbatt,reg_temp_3v3,reg_temp_5v0,tmp2,packet_count,num_resets,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
1,3,6,1763696524.3776553,41.9490665,-84.7761771667,28144,7.546379036,7,52.6,40.05,339240,80536,6198164,22666252,23.1875,23.33546875,37.123908157143994,984.101130939791,245.56077332770195,11.26220703125,0.32413557128906245,3.3389868325745033,0.03967483520507812,5.0811767578125,0.2728598876953125,11.279296875,0.026858691406249996,29.15751551595008,31.39400721701395,22.1875,314,162,16,-392,17120,-206,235,747,-300,-65,-28
1,3,6,1763696526.9396286,41.9490665,-84.7761771667,28144,7.546379036,7,52.6,40.05,339240,80536,6198164,22666252,23.1875,23.33546875,37.123908157143994,984.101130939791,245.56077332770195,11.26220703125,0.32413557128906245,3.3389868325745033,0.03967483520507812,5.0811767578125,0.2728598876953125,11.279296875,0.026858691406249996,29.15751551595008,31.39400721701395,22.1875,314,162,16,-392,17120,-206,235,747,-300,-65,-28
1,3,6,1763696527.9832907,41.9487185,-84.7755506667,28179,7.736208872000001,7,52.6,40.05,339240,80536,6198164,22666252,23.1875,23.33546875,37.123908157143994,984.101130939791,245.56077332770195,11.26220703125,0.32413557128906245,3.3389868325745033,0.03967483520507812,5.0811767578125,0.2728598876953125,11.279296875,0.026858691406249996,29.15751551595008,31.39400721701395,22.1875,314,162,16,-392,17120,-206,235,747,-300,-65,-28
1,3,6,1763696529.8500085,41.9487185,-84.7755506667,28179,7.736208872000001,7,52.6,31.99,333404,86352,6198172,22666244,23.1875,23.33546875,37.123908157143994,984.101130939791,245.56077332770195,11.26220703125,0.32413557128906245,3.3389868325745033,0.03967483520507812,5.0811767578125,0.2728598876953125,11.279296875,0.026858691406249996,29.15751551595008,31.39400721701395,22.1875,314,162,16,-392,17120,-206,235,747,-300,-65,-28
1,3,6,1763696530.9555247,41.9487185,-84.7755506667,28179,7.736208872000001,7,52.6,31.99,333404,86352,6198172,22666244,23.1875,23.33546875,37.123908157143994,984.101130939791,245.56077332770195,11.26220703125,0.32413557128906245,3.3389868325745033,0.03967483520507812,5.0811767578125,0.2728598876953125,11.279296875,0.026858691406249996,29.15751551595008,31.39400721701395,22.1875,314,162,16,-392,17120,-206,235,747,-300,-65,-28
1,3,6,1763696532.1124399,41.9485481667,-84.7752475,28194,8.065967476,7,52.6,31.99,333404,86352,6198172,22666244,23.1875,23.33546875,37.123908157143994,984.101130939791,245.56077332770195,11.26220703125,0.32413557128906245,3.3389868325745033,0.03967483520507812,5.0811767578125,0.2728598876953125,11.279296875,0.026858691406249996,29.15751551595008,31.39400721701395,22.1875,314,162,16,-392,17120,-206,235,747,-300,-65,-28
1,3,6,1763696533.1030889,41.9485481667,-84.7752475,28194,8.065967476,7,52.6,31.99,333404,86352,6198172,22666244,23.1875,23.3284375,37.140630924004086,984.1388600726499,245.2391448751983,11.2451171875,0.37968422851562494,3.345470302152318,0.03723330688476562,5.0811767578125,0.341837890625,11.250813802083334,0.028689965820312496,29.05341208197865,31.290057641604562,22.1875,314,162,16,-392,17120,-206,235,747,-300,-65,-28
1,3,6,1763696534.4767275,41.9485481667,-84.7752475,28194,8.065967476,7,52.6,31.99,333404,86352,6198172,22666244,23.1875,23.3284375,37.140630924004086,984.1388600726499,245.2391448751983,11.2451171875,0.37968422851562494,3.345470302152318,0.03723330688476562,5.0811767578125,0.341837890625,11.250813802083334,0.028689965820312496,29.05341208197865,31.290057641604562,22.1875,314,162,16,-392,17120,-206,235,747,-300,-65,-28
1,3,6,1763696538.421413,41.9485481667,-84.7752475,28194,8.065967476,7,52.6,32.24,330040,89708,6198172,22666244,23.1875,23.3284375,37.140630924004086,984.1388600726499,245.2391448751983,11.2451171875,0.37968422851562494,3.345470302152318,0.03723330688476562,5.0811767578125,0.341837890625,11.250813802083334,0.028689965820312496,29.05341208197865,31.290057641604562,22.1875,314,162,16,-392,17120,-206,235,747,-300,-65,-28
1,3,6,1763696539.6295235,41.9485481667,-84.7752475,28194,8.065967476,7,52.6,32.24,330040,89708,6198172,22666244,23.1875,23.3284375,37.140630924004086,984.1388600726499,245.2391448751983,11.2451171875,0.37968422851562494,3.345470302152318,0.03723330688476562,5.0811767578125,0.341837890625,11.250813802083334,0.028689965820312496,29.05341208197865,31.290057641604562,22.1875,314,162,16,-392,17120,-206,235,747,-300,-65,-28
1,3,6,1763696541.2542427,41.9485481667,-84.7752475,28194,8.065967476,7,52.6,32.24,330040,89708,6198172,22666244,23.1875,23.317109375,37.174354166772495,984.1136246957784,245.45426706010605,11.2451171875,0.37968422851562494,3.345470302152318,0.03723330688476562,5.0811767578125,0.341837890625,11.250813802083334,0.028689965820312496,29.05341208197865,31.290057641604562,22.1875,315,162,16,-392,17120,-206,235,747,-300,-65,-28
1,3,6,1763696543.6855185,41.9485481667,-84.7752475,28194,8.065967476,7,52.6,49.87,328092,91652,6198176,22666240,23.1875,23.317109375,37.174354166772495,984.1136246957784,245.45426706010605,11.2451171875,0.37968422851562494,3.345470302152318,0.03723330688476562,5.0811767578125,0.341837890625,11.250813802083334,0.028689965820312496,29.05341208197865,31.290057641604562,22.1875,315,162,16,-392,17120,-206,235,747,-300,-65,-28
1,3,6,1763696544.9466093,41.948034,-84.7743015,28258,7.413138040000001,7,52.6,49.87,328092,91652,6198176,22666240,23.1875,23.317109375,37.174354166772495,984.1136246957784,245.45426706010605,11.250813802083334,0.3473317138671875,3.3422285673634105,0.036012542724609374,5.0811767578125,0.24844289550781248,11.279296875,0.029300390625,29.15751551595008,31.342033321853478,22.1875,315,162,16,-392,17120,-206,235,747,-300,-65,-28
1,3,6,1763696546.7760608,41.948034,-84.7743015,28258,7.413138040000001,7,52.6,49.87,328092,91652,6198176,22666240,23.1875,23.317109375,37.174354166772495,984.1136246957784,245.45426706010605,11.250813802083334,0.3473317138671875,3.3422285673634105,0.036012542724609374,5.0811767578125,0.24844289550781248,11.279296875,0.029300390625,29.15751551595008,31.342033321853478,22.1875,315,162,16,-392,17120,-206,235,747,-300,-65,-28
1,3,6,1763696548.6279807,41.9479571667,-84.7741598333,28270,4.691214836,7,52.6,49.87,328092,91652,6198176,22666240,23.1875,23.317109375,37.174354166772495,984.1136246957784,245.45426706010605,11.250813802083334,0.3473317138671875,3.3422285673634105,0.036012542724609374,5.0811767578125,0.24844289550781248,11.279296875,0.029300390625,29.15751551595008,31.342033321853478,22.1875,315,162,16,-392,17120,-206,235,747,-300,-65,-28
1,3,6,1763696550.0725772,41.9479571667,-84.7741598333,28270,4.691214836,7,52.6,49.87,328092,91652,6198176,22666240,23.1875,23.3219921875,37.18065210619096,984.1425004782222,245.20811214277532,11.250813802083334,0.3473317138671875,3.3422285673634105,0.036012542724609374,5.0811767578125,0.24844289550781248,11.279296875,0.029300390625,29.15751551595008,31.342033321853478,22.1875,315,162,16,-392,17120,-206,235,747,-300,-65,-28
1,3,6,1763696552.5016599,41.9478381667,-84.7739746667,28301,4.615591568,7,53.2,40.25,332268,87464,6198176,22666240,23.1875,23.3219921875,37.18065210619096,984.1425004782222,245.20811214277532,11.250813802083334,0.3473317138671875,3.3422285673634105,0.036012542724609374,5.0811767578125,0.24844289550781248,11.279296875,0.029300390625,29.15751551595008,31.342033321853478,22.1875,315,162,16,-392,17120,-206,235,747,-300,-65,-28
1,3,6,1763696553.1815145,41.9478381667,-84.7739746667,28301,4.615591568,7,53.2,40.25,332268,87464,6198176,22666240,23.1875,23.3219921875,37.18065210619096,984.1425004782222,245.20811214277532,11.256510416666668,0.33512321777343745,3.3422285673634105,0.03540216064453124,5.08852303746235,0.28079541015625,11.26220703125,0.0274691162109375,29.31365722105693,31.238080176082576,22.1875,315,162,16,-392,17120,-206,235,747,-300,-65,-28
1,3,6,1763696554.3197916,41.9478381667,-84.7739746667,28301,4.615591568,7,53.2,40.25,332268,87464,6198176,22666240,23.1875,23.3219921875,37.18065210619096,984.1425004782222,245.20811214277532,11.256510416666668,0.33512321777343745,3.3422285673634105,0.03540216064453124,5.08852303746235,0.28079541015625,11.26220703125,0.0274691162109375,29.31365722105693,31.238080176082576,22.1875,315,162,16,-392,17120,-206,235,747,-300,-65,-28
1,3,6,1763696555.2152987,41.9478381667,-84.7739746667,28301,4.615591568,7,53.2,40.25,332268,87464,6198176,22666240,23.1875,23.3219921875,37.18065210619096,984.1425004782222,245.20811214277532,11.256510416666668,0.33512321777343745,3.3422285673634105,0.03540216064453124,5.08852303746235,0.28079541015625,11.26220703125,0.0274691162109375,29.31365722105693,31.238080176082576,22.1875,316,162,16,-392,17120,-206,235,747,-300,-65,-28
1,3,6,1763696558.1284573,41.9478381667,-84.7739746667,28301,4.615591568,7,53.2,40.25,332268,87464,6198176,22666240,23.1875,23.3219921875,37.18065210619096,984.1425004782222,245.20811214277532,11.256510416666668,0.33512321777343745,3.3422285673634105,0.03540216064453124,5.08852303746235,0.28079541015625,11.26220703125,0.0274691162109375,29.31365722105693,31.238080176082576,22.1875,316,162,16,-392,17120,-206,235,747,-300,-65,-28
1,3,6,1763696559.6851528,41.9478381667,-84.7739746667,28301,4.615591568,7,53.2,40.25,332268,87464,6198176,22666240,23.1875,23.317109375,37.15111688964638,984.1136246957784,245.45426706010605,11.256510416666668,0.33512321777343745,3.3422285673634105,0.03540216064453124,5.08852303746235,0.28079541015625,11.26220703125,0.0274691162109375,29.31365722105693,31.238080176082576,22.1875,316,162,16,-392,17120,-206,235,747,-300,-65,-28
1,3,6,1763696560.8612432,41.9478381667,-84.7739746667,28301,4.615591568,7,53.2,40.25,332268,87464,6198176,22666240,23.1875,23.317109375,37.15111688964638,984.1136246957784,245.45426706010605,11.256510416666668,0.33512321777343745,3.3422285673634105,0.03540216064453124,5.08852303746235,0.28079541015625,11.26220703125,0.0274691162109375,29.31365722105693,31.238080176082576,22.1875,316,162,16,-392,17120,-206,235,747,-300,-65,-28
