unix_time,EPOCH to date,accel_x,accel_y,accel_z,batt_current,batt_voltage,bme_altitude,bme_humidity,bme_pressure,bme_temp,cpu_load,cpu_temp,free_disk,free_memory,gps_alt,gps_lat,gps_lon,gps_num_sats,gps_velocity,gyro_x,gyro_y,gyro_z,i_3v3,i_5v0,i_vbatt,mag_x,mag_y,mag_z,num_resets,packet_count,reg_temp_3v3,reg_temp_5v0,tmp1,tmp1_clean,tmp2,tmp2_clean,used_disk,used_memory,v_3v3,v_5v0,v_vbatt
1763823518,11/22/2025 9:58:38,1232,-14560,-2048,0.4297390625,11.32486979,1382.284103,12.843374,857.8710777,24.18761719,63.91,55.8,22660516,83256,0,0,0,0,0,2635,-18665,-5418,0.04394750977,0.1635938477,0.1465019531,-238,-186,-331,209,189,37.46268059,38.91142165,25.75,25.75,26.125,26.125,6203900,261788,3.295223413,5.108113117,11.32486979
1763823541,11/22/2025 9:59:01,4192,-16600,-1560,0.4602603027,11.27360026,1521.050481,10.59266956,843.4052809,23.35871094,56.78,54.8,22660484,77688,0,0,0,0,0,1273,-3135,1589,0.05859667969,0.2026610352,0.1513853516,-190,-173,-234,209,190,36.16799352,36.63420802,25.5,25.5,25.6875,25.6875,6203932,266452,3.298465148,5.108113117,11.29638672
1763823564,11/22/2025 9:59:24,3840,-20296,-2464,0.4504935059,11.27360026,1689.094409,9.560356571,826.1524941,22.526875,68.84,54.8,22660472,86112,0,0,0,0,0,-3064,6238,2263,0.04516827393,0.2008297607,0.1489436523,-260,-183,-359,209,192,34.09419446,36.84136853,24.875,24.875,25,25,6203944,257888,3.313052954,5.113010636,11.2906901
1763823568,11/22/2025 9:59:28,2376,-17240,104,0.4272973633,11.32486979,1717.671541,9.328106315,823.2471708,22.36789063,75.69,53.7,22660476,82672,0,0,0,0,0,986,-13509,-1547,0.03845407104,0.162372998,0.1483332275,-428,-212,-304,209,193,34.71663192,35.07960249,24.75,24.75,25,25,6203940,261308,3.329261628,5.098318077,11.29638672
1763823576,11/22/2025 9:59:36,2040,-14288,-792,0.4242452393,11.32486979,1804.053997,9.025571749,814.5152687,21.98625,75.69,53.7,22660476,82672,0,0,0,0,0,-1456,-2293,1105,0.03479177856,0.162372998,0.1452811035,-455,-197,-294,209,193,34.66477189,35.54615137,24.625,24.625,24.6875,24.6875,6203940,261308,3.298465148,5.127703196,11.32486979
1763823580,11/22/2025 9:59:40,2040,-14288,-792,0.4242452393,11.32486979,1804.053997,9.025571749,814.5152687,21.98625,74.69,53.7,22660500,62020,0,0,0,0,0,-1456,-2293,1105,0.03479177856,0.162372998,0.1452811035,-455,-197,-294,209,193,34.66477189,35.54615137,24.625,24.625,24.6875,24.6875,6203916,280736,3.298465148,5.127703196,11.32486979
1763823594,11/22/2025 9:59:54,6760,-19728,-4344,0.4547664795,11.27360026,1944.822327,8.290547455,800.4465916,21.32589844,67.17,53.2,22660440,85532,0,0,0,0,0,80,718,5034,0.04760980225,0.2026610352,0.1526062012,-520,-140,-146,209,193,34.45731403,35.02775487,24.25,24.25,24.25,24.25,6203976,267308,3.306569485,5.076279238,11.32486979
1763823606,11/22/2025 10:00:06,4976,-17328,-2280,0.418751416,11.32486979,2019.543303,7.931263186,793.0591619,21.01945313,62.5,52.6,22660452,89048,0,0,0,0,0,-375,-4158,3613,0.04394750977,0.1666459717,0.1519957764,-370,-195,-405,209,194,34.19795179,34.76849017,24,24,24.125,24.125,6203964,263732,3.295223413,5.127703196,11.28499349
1763823612,11/22/2025 10:00:12,760,-16288,-5048,0.4449996826,11.27360026,2054.480778,7.708723415,789.6239962,20.84660156,70.35,52.1,22660460,90028,0,0,0,0,0,1399,446,-1877,0.04699942017,0.2020506104,0.1538270508,-284,-116,-501,209,194,33.16005884,34.14607401,23.9375,23.9375,24,24,6203956,262736,3.29684428,5.076279238,11.32486979
1763823647,11/22/2025 10:00:47,1728,-13816,-2544,0.4401162842,11.30208333,2326.947737,7.066857456,763.2453477,19.86847656,64.09,51.5,22660396,92320,0,0,0,0,0,3774,-20892,-3397,0.04455789185,0.2105965576,0.1507749268,-445,-210,-278,209,198,31.80973414,33.57530131,23.25,23.25,23.3125,23.3125,6204020,267224,3.313052954,5.098318077,11.26220703
