unix_time,EPOCH to date,rm3100_mag_x,rm3100_mag_y,rm3100_mag_z,rm3100_cycle_count,,Mag_x_scaled,Mag_y_scaled,Mag_z_scaled,Magnetic_field_magnitude (uT)
1763823670,11/22/2025 10:01:10,-1773,-3552,-535,200,,-23.64,-47.36,-7.133333333,53.41070721
1763823679,11/22/2025 10:01:19,-1171,-3844,-274,200,,-15.61333333,-51.25333333,-3.653333333,53.70313957
1763823684,11/22/2025 10:01:24,-2943,-2478,485,200,,-39.24,-33.04,6.466666667,51.70335558
1763823688,11/22/2025 10:01:28,-1220,-3707,-1043,200,,-16.26666667,-49.42666667,-13.90666667,53.86088748
1763823692,11/22/2025 10:01:32,-1783,-3475,-913,200,,-23.77333333,-46.33333333,-12.17333333,53.48026926
1763823700,11/22/2025 10:01:40,683,-3993,-533,200,,9.106666667,-53.24,-7.106666667,54.47874529
1763823705,11/22/2025 10:01:45,-515,-3952,-778,200,,-6.866666667,-52.69333333,,53.13886044
1763823713,11/22/2025 10:01:53,-808,-2399,2886,200,,-10.77333333,-31.98666667,,33.75220816
1763823721,11/22/2025 10:02:01,1920,-3425,-1070,200,,25.6,-45.66666667,,52.35269281
1763823728,11/22/2025 10:02:08,-126,-3616,-1883,200,,-1.68,-48.21333333,,48.24259437
1763823731,11/22/2025 10:02:11,488,-3935,743,200,,6.506666667,-52.46666667,,52.86859013
1763823738,11/22/2025 10:02:18,-635,-3696,1298,200,,-8.466666667,-49.28,17.30666667,52.912414
1763823744,11/22/2025 10:02:24,1183,-3894,-223,200,,15.77333333,-51.92,-2.973333333,54.34450437
1763823753,11/22/2025 10:02:33,-3096,-1638,1480,200,,-41.28,-21.84,19.73333333,50.69939294
1763823758,11/22/2025 10:02:38,-43,-2049,3226,200,,-0.5733333333,-27.32,43.01333333,50.95937554
1763823773,11/22/2025 10:02:53,-190,-3782,-1501,200,,-2.533333333,-50.42666667,-20.01333333,54.31206128
1763823781,11/22/2025 10:03:01,-2930,-2221,-1286,200,,-39.06666667,-29.61333333,-17.14666667,51.93420966
1763823793,11/22/2025 10:03:13,1011,-3379,1803,200,,13.48,-45.05333333,24.04,52.81510053
1763823800,11/22/2025 10:03:20,-1001,-3470,1601,200,,-13.34666667,-46.26666667,21.34666667,52.67274564
1763823804,11/22/2025 10:03:24,-2561,-2455,1497,200,,-34.14666667,-32.73333333,19.96,51.34070077
1763823812,11/22/2025 10:03:32,777,-3788,-1314,200,,10.36,-50.50666667,-17.52,54.45368103
1763823817,11/22/2025 10:03:37,-1226,-3695,849,200,,-16.34666667,-49.26666667,11.32,53.12777386
1763823835,11/22/2025 10:03:55,-554,-3866,891,200,,-7.386666667,-51.54666667,11.88,53.41119816
1763823842,11/22/2025 10:04:02,963,-3510,-1843,200,,12.84,-46.8,-24.57333333,54.39627111
1763823846,11/22/2025 10:04:06,-1038,-3826,-783,200,,-13.84,-51.01333333,-10.44,53.87856139
1763823849,11/22/2025 10:04:09,-2529,-3003,-283,200,,-33.72,-40.04,-3.773333333,52.48312152
1763823854,11/22/2025 10:04:14,-540,-3662,1467,200,,-7.2,-48.82666667,19.56,53.08933017
1763823857,11/22/2025 10:04:17,-659,-3495,-1941,200,,-8.786666667,-46.6,-25.88,54.02351258
1763823861,11/22/2025 10:04:21,2231,-3347,207,200,,29.74666667,-44.62666667,2.76,53.7030833
1763823867,11/22/2025 10:04:27,-397,-3921,777,200,,-5.293333333,-52.28,10.36,53.55882166
1763823870,11/22/2025 10:04:30,-1760,-3282,1254,200,,-23.46666667,-43.76,16.72,52.3944696
1763823875,11/22/2025 10:04:35,-2041,-3398,-344,200,,-27.21333333,-45.30666667,-4.586666667,53.04994879
1763823879,11/22/2025 10:04:39,-1027,-3565,1395,200,,-13.69333333,-47.53333333,18.6,52.8477545
1763823890,11/22/2025 10:04:50,-250,-3726,-1614,200,,-3.333333333,-49.68,-21.52,54.2431923
1763823901,11/22/2025 10:05:01,-832,-3888,556,200,,-11.09333333,-51.84,7.413333333,53.52947931
1763823905,11/22/2025 10:05:05,-1559,-3438,-1364,200,,-20.78666667,-45.84,-18.18666667,53.51771628
1763823913,11/22/2025 10:05:13,-810,-3645,1360,200,,-10.8,-48.6,18.13333333,52.98507127
1763823923,11/22/2025 10:05:23,-817,-3895,527,200,,-10.89333333,-51.93333333,,53.06350744
1763823927,11/22/2025 10:05:27,-2650,-2775,-817,200,,-35.33333333,-37,,51.16096602
1763823939,11/22/2025 10:05:39,-861,-3680,1215,200,,-11.48,-49.06666667,,50.39174712
1763823943,11/22/2025 10:05:43,1098,-3662,1201,200,,14.64,-48.82666667,,50.97423837
1763823962,11/22/2025 10:06:02,971,-3919,-512,200,,12.94666667,-52.25333333,,53.83332632
1763823968,11/22/2025 10:06:08,-3019,-2054,-1313,200,,-40.25333333,-27.38666667,-17.50666667,51.73822314
1763823974,11/22/2025 10:06:14,-1898,-3130,1404,200,,-25.30666667,-41.73333333,18.72,52.273673
1763823983,11/22/2025 10:06:23,607,-3933,625,200,,8.093333333,-52.44,8.333333333,53.71126594
1763823987,11/22/2025 10:06:27,130,-2780,2697,200,,1.733333333,-37.06666667,35.96,51.6726603
1763823996,11/22/2025 10:06:36,58,-4006,-700,200,,0.7733333333,-53.41333333,-9.333333333,54.22815997
1763824004,11/22/2025 10:06:44,-596,-3730,-1475,200,,-7.946666667,-49.73333333,-19.66666667,54.0678438
1763824009,11/22/2025 10:06:49,-1294,-3489,1327,200,,-17.25333333,-46.52,17.69333333,52.67676865
1763824015,11/22/2025 10:06:55,-2165,-3253,-695,200,,-28.86666667,-43.37333333,-9.266666667,52.91882085
1763824019,11/22/2025 10:06:59,-256,-3980,562,200,,-3.413333333,-53.06666667,7.493333333,53.70169457
1763824026,11/22/2025 10:07:06,524,-3658,1495,200,,6.986666667,-48.77333333,19.93333333,53.15062872
1763824030,11/22/2025 10:07:10,-990,-3646,-1446,200,,-13.2,-48.61333333,-19.28,53.93713542
1763824034,11/22/2025 10:07:14,-1659,-3337,-1494,200,,-22.12,-44.49333333,-19.92,53.53277044
1763824040,11/22/2025 10:07:20,2127,-3413,-196,200,,28.36,-45.50666667,-2.613333333,53.68403694
1763824045,11/22/2025 10:07:25,-775,-3957,-145,200,,-10.33333333,-52.76,-1.933333333,53.79714821
1763824055,11/22/2025 10:07:35,1255,-3666,1020,200,,16.73333333,-48.88,13.6,53.42488975
1763824060,11/22/2025 10:07:40,-234,-3751,1314,200,,-3.12,-50.01333333,17.52,53.08501023
1763824065,11/22/2025 10:07:45,384,-3238,-2421,200,,5.12,-43.17333333,-32.28,54.14932604
1763824077,11/22/2025 10:07:57,61,-3760,1312,200,,0.8133333333,-50.13333333,17.49333333,53.10394838
1763824086,11/22/2025 10:08:06,-1386,-2385,2667,200,,-18.48,-31.8,35.56,51.1592025
1763824091,11/22/2025 10:08:11,-14,-3981,-815,200,,-0.1866666667,-53.08,-10.86666667,54.18123004
1763824097,11/22/2025 10:08:17,-2623,-2572,1167,200,,-34.97333333,-34.29333333,15.56,51.39338825
1763824102,11/22/2025 10:08:22,-2523,-3007,7,200,,-33.64,-40.09333333,0.09333333333,52.33673365
1763824109,11/22/2025 10:08:29,401,-3612,1613,200,,5.346666667,-48.16,21.50666667,53.0142354
1763824120,11/22/2025 10:08:40,559,-3975,428,200,,7.453333333,-53,5.706666667,53.82488479
1763824130,11/22/2025 10:08:50,893,-3937,-409,200,,11.90666667,-52.49333333,-5.453333333,54.10228831
1763824135,11/22/2025 10:08:55,-2278,-3206,141,200,,-30.37333333,-42.74666667,1.88,52.47238597
1763824141,11/22/2025 10:09:01,1584,-3266,1572,200,,21.12,-43.54666667,,48.3980018
1763824151,11/22/2025 10:09:11,-1656,-3383,1150,200,,-22.08,-45.10666667,,50.22088985
1763824158,11/22/2025 10:09:18,-1390,-3157,-2051,200,,-18.53333333,-42.09333333,,45.99275112
1763824163,11/22/2025 10:09:23,-1090,-3855,106,200,,-14.53333333,-51.4,,53.41514558
1763824169,11/22/2025 10:09:29,-288,-4023,-269,200,,-3.84,-53.64,,53.77727401
1763824175,11/22/2025 10:09:35,588,-3617,-1781,200,,7.84,-48.22666667,-23.74666667,54.32477479
1763824179,11/22/2025 10:09:39,-545,-3805,-1295,200,,-7.266666667,-50.73333333,-17.26666667,54.08154337
1763824184,11/22/2025 10:09:44,13,-3461,1878,200,,0.1733333333,-46.14666667,25.04,52.50282363
1763824190,11/22/2025 10:09:50,-536,-3798,1076,200,,-7.146666667,-50.64,14.34666667,53.11601725
1763824195,11/22/2025 10:09:55,-349,-3976,-735,200,,-4.653333333,-53.01333333,-9.8,54.11198594
1763824200,11/22/2025 10:10:00,753,-3893,720,200,,10.04,-51.90666667,9.6,53.73326385
1763824205,11/22/2025 10:10:05,-2280,-3200,-442,200,,-30.4,-42.66666667,-5.893333333,52.7194065
1763824222,11/22/2025 10:10:22,-1034,-3872,-359,200,,-13.78666667,-51.62666667,-4.786666667,53.64976297
1763824227,11/22/2025 10:10:27,47,-3538,1766,200,,0.6266666667,-47.17333333,23.54666667,52.72723774
1763824230,11/22/2025 10:10:30,-1730,-3481,710,200,,-23.06666667,-46.41333333,9.466666667,52.68668143
1763824234,11/22/2025 10:10:34,2092,-3436,-165,200,,27.89333333,-45.81333333,-2.2,53.68183637
1763824241,11/22/2025 10:10:41,-199,-3702,-1652,200,,-2.653333333,-49.36,-22.02666667,54.11676101
1763824246,11/22/2025 10:10:46,815,-3049,-2547,200,,10.86666667,-40.65333333,-33.96,54.07457402
1763824252,11/22/2025 10:10:52,1036,-3777,-1094,200,,13.81333333,-50.36,-14.58666667,54.21907987
1763824258,11/22/2025 10:10:58,-2551,-2653,-1387,200,,-34.01333333,-35.37333333,-18.49333333,52.44218658
1763824265,11/22/2025 10:11:05,-235,-4028,66,200,,-3.133333333,-53.70666667,0.88,53.80518769
1763824271,11/22/2025 10:11:11,-1666,-3489,-982,200,,-22.21333333,-46.52,-13.09333333,53.18813736
1763824295,11/22/2025 10:11:35,-1101,-3815,-654,200,,-14.68,-50.86666667,-8.72,53.6559277
1763824299,11/22/2025 10:11:39,-2263,-3127,-833,200,,-30.17333333,-41.69333333,-11.10666667,52.65094618
1763824303,11/22/2025 10:11:43,-960,-3117,2138,200,,-12.8,-41.56,28.50666667,51.99715035
1763824307,11/22/2025 10:11:47,-1502,-3280,-1738,200,,-20.02666667,-43.73333333,-23.17333333,53.39171471
1763824314,11/22/2025 10:11:54,217,-3644,-1771,200,,2.893333333,-48.58666667,-23.61333333,54.09829079
1763824319,11/22/2025 10:11:59,-2432,-2683,1314,200,,-32.42666667,-35.77333333,17.52,51.36312382
1763824326,11/22/2025 10:12:06,-1700,-3555,403,200,,-22.66666667,-47.4,5.373333333,52.81486996
1763824331,11/22/2025 10:12:11,-117,-4037,17,200,,-1.56,-53.82666667,0.2266666667,53.84974487
1763824339,11/22/2025 10:12:19,-177,-3947,653,200,,-2.36,-52.62666667,8.706666667,53.39421026
1763824357,11/22/2025 10:12:37,1271,-3802,-605,200,,16.94666667,-50.69333333,,53.45094532
1763824361,11/22/2025 10:12:41,-1547,-3648,293,200,,-20.62666667,-48.64,,52.83283996
1763824366,11/22/2025 10:12:46,524,-3512,1762,200,,6.986666667,-46.82666667,,47.34501264
1763824370,11/22/2025 10:12:50,1101,-3833,-758,200,,14.68,-51.10666667,,53.17324306
1763824374,11/22/2025 10:12:54,-3016,-1233,1882,200,,-40.21333333,-16.44,,43.44405342
1763824378,11/22/2025 10:12:58,-432,-3993,233,200,,-5.76,-53.24,3.106666667,53.64071754
1763824387,11/22/2025 10:13:07,-1339,-3201,1781,200,,-17.85333333,-42.68,23.74666667,52.00219312
1763824392,11/22/2025 10:13:12,-2145,-3307,58,200,,-28.6,-44.09333333,0.7733333333,52.56215453
1763824398,11/22/2025 10:13:18,-843,-2500,2787,200,,-11.24,-33.33333333,37.16,51.16946659
1763824407,11/22/2025 10:13:27,98,-3978,569,200,,1.306666667,-53.04,7.586666667,53.59576932
1763824414,11/22/2025 10:13:34,-1203,-3703,-1023,200,,-16.04,-49.37333333,-13.64,53.67548085
1763824417,11/22/2025 10:13:37,602,-3831,-1212,200,,8.026666667,-51.08,-16.16,54.17323488
1763824429,11/22/2025 10:13:49,-3140,-2210,87,200,,-41.86666667,-29.46666667,1.16,51.20984107
1763824434,11/22/2025 10:13:54,1145,-2921,-2549,200,,15.26666667,-38.94666667,-33.98666667,53.89812118
1763824438,11/22/2025 10:13:58,-1273,-3778,-372,200,,-16.97333333,-50.37333333,-4.96,53.38696803
1763824443,11/22/2025 10:14:03,-2677,-2596,988,200,,-35.69333333,-34.61333333,13.17333333,51.43572299
1763824447,11/22/2025 10:14:07,-264,-3300,-2318,200,,-3.52,-44,-30.90666667,53.88517834
1763824453,11/22/2025 10:14:13,-396,-3130,-2509,200,,-5.28,-41.73333333,-33.45333333,53.74639543
1763824457,11/22/2025 10:14:17,-902,-3536,1493,200,,-12.02666667,-47.14666667,19.90666667,52.5711353
1763824461,11/22/2025 10:14:21,503,-3785,1167,200,,6.706666667,-50.46666667,15.56,53.23511456
1763824469,11/22/2025 10:14:29,-675,-3857,-984,200,,-9,-51.42666667,-13.12,53.83155621
1763824474,11/22/2025 10:14:34,1382,-3768,-446,200,,18.42666667,-50.24,-5.946666667,53.84201416
1763824479,11/22/2025 10:14:39,-365,-4006,-216,200,,-4.866666667,-53.41333333,-2.88,53.71185179
1763824483,11/22/2025 10:14:43,-915,-3469,-1832,200,,-12.2,-46.25333333,-24.42666667,53.71101273
1763824490,11/22/2025 10:14:50,1210,-3447,-1770,200,,16.13333333,-45.96,-23.6,54.12546577
1763824499,11/22/2025 10:14:59,-984,-3868,161,200,,-13.12,-51.57333333,2.146666667,53.25928359
1763824503,11/22/2025 10:15:03,-1368,-3589,898,200,,-18.24,-47.85333333,11.97333333,52.59277348
1763824509,11/22/2025 10:15:09,-1002,-3640,1163,200,,-13.36,-48.53333333,15.50666667,52.67286546
1763824515,11/22/2025 10:15:15,-545,-3447,-2024,200,,-7.266666667,-45.96,-26.98666667,53.79039154
1763824521,11/22/2025 10:15:21,-707,-3940,137,200,,-9.426666667,-52.53333333,1.826666667,53.40365031
1763824525,11/22/2025 10:15:25,-1181,-3600,1104,200,,-15.74666667,-48,14.72,52.61782883
1763824529,11/22/2025 10:15:29,-524,-3658,-1644,200,,-6.986666667,-48.77333333,,49.27120412
1763824535,11/22/2025 10:15:35,-2926,-2501,185,200,,-39.01333333,-33.34666667,,51.32290284
1763824539,11/22/2025 10:15:39,843,-3726,-1396,200,,11.24,-49.68,,50.93564567
1763824544,11/22/2025 10:15:44,-954,-3117,2122,200,,-12.72,-41.56,,43.46299576
1763824549,11/22/2025 10:15:49,0,-4018,184,200,,0,-53.57333333,,53.57333333
1763824557,11/22/2025 10:15:57,1157,-3004,2198,200,,15.42666667,-40.05333333,29.30666667,51.97241833
1763824562,11/22/2025 10:16:02,561,-3988,78,200,,7.48,-53.17333333,1.04,53.70693975
1763824567,11/22/2025 10:16:07,-1948,-3182,-1305,200,,-25.97333333,-42.42666667,-17.4,52.70100653
1763824572,11/22/2025 10:16:12,412,-3994,279,200,,5.493333333,-53.25333333,3.72,53.6650037
1763824577,11/22/2025 10:16:17,657,-3971,-344,200,,8.76,-52.94666667,-4.586666667,53.86208891
1763824581,11/22/2025 10:16:21,497,-3849,934,200,,6.626666667,-51.32,12.45333333,53.2234969
1763824587,11/22/2025 10:16:27,484,-3492,1766,200,,6.453333333,-46.56,23.54666667,52.57304083
1763824591,11/22/2025 10:16:31,-995,-3749,855,200,,-13.26666667,-49.98666667,11.4,52.95876971
1763824599,11/22/2025 10:16:39,-304,-3992,241,200,,-4.053333333,-53.22666667,3.213333333,53.47740707
1763824604,11/22/2025 10:16:44,-350,-3485,1793,200,,-4.666666667,-46.46666667,23.90666667,52.46386947
1763824607,11/22/2025 10:16:47,-2219,-3226,-339,200,,-29.58666667,-43.01333333,-4.52,52.40179471
1763824613,11/22/2025 10:16:53,-1815,-3161,1369,200,,-24.2,-42.14666667,18.25333333,51.91498521
1763824617,11/22/2025 10:16:57,1116,-3733,875,200,,14.88,-49.77333333,11.66666667,53.24387497
1763824623,11/22/2025 10:17:03,-2131,-3290,203,200,,-28.41333333,-43.86666667,2.706666667,52.33476856
1763824637,11/22/2025 10:17:17,-1031,-3810,-715,200,,-13.74666667,-50.8,-9.533333333,53.48359832
1763824641,11/22/2025 10:17:21,2241,-3286,-522,200,,29.88,-43.81333333,-6.96,53.48704682
1763824646,11/22/2025 10:17:26,-397,-3674,1410,200,,-5.293333333,-48.98666667,18.8,52.73663706
1763824654,11/22/2025 10:17:34,487,-3722,1277,200,,6.493333333,-49.62666667,17.02666667,52.86659437
1763824659,11/22/2025 10:17:39,-1199,-3195,1865,200,,-15.98666667,-42.6,24.86666667,51.85252764
1763824666,11/22/2025 10:17:46,-1759,-3103,-1750,200,,-23.45333333,-41.37333333,-23.33333333,52.97410688
1763824670,11/22/2025 10:17:50,-1035,-3793,562,200,,-13.8,-50.57333333,7.493333333,52.95518944
1763824674,11/22/2025 10:17:54,74,-3991,-639,200,,0.9866666667,-53.21333333,-8.52,53.90011833
1763824679,11/22/2025 10:17:59,-762,-3687,1212,200,,-10.16,-49.16,16.16,52.73591566
1763824682,11/22/2025 10:18:02,348,-328,-3901,200,,4.64,-4.373333333,-52.01333333,52.40269544
1763824691,11/22/2025 10:18:11,554,-3176,2195,200,,7.386666667,-42.34666667,29.26666667,52.00327682
1763824696,11/22/2025 10:18:16,1191,-3253,1850,200,,15.88,-43.37333333,24.66666667,52.36281972
1763824705,11/22/2025 10:18:25,-460,-3871,-1029,200,,-6.133333333,-51.61333333,,51.97647502
1763824713,11/22/2025 10:18:33,-1744,-2909,1830,200,,-23.25333333,-38.78666667,,45.22303641
1763824718,11/22/2025 10:18:38,-956,-3726,-1145,200,,-12.74666667,-49.68,,51.28917928
1763824727,11/22/2025 10:18:47,741,-3476,-1946,200,,9.88,-46.34666667,,47.38805663
1763824736,11/22/2025 10:18:56,-1228,-3165,1870,200,,-16.37333333,-42.2,,45.26506428
1763824741,11/22/2025 10:19:01,586,-2377,-3188,200,,7.813333333,-31.69333333,-42.50666667,53.59414396
1763824745,11/22/2025 10:19:05,2900,-2657,227,200,,38.66666667,-35.42666667,3.026666667,52.52923503
1763824749,11/22/2025 10:19:09,-2319,-1768,-2593,200,,-30.92,-23.57333333,-34.57333333,52.02945149
1763824756,11/22/2025 10:19:16,-2066,-2862,1557,200,,-27.54666667,-38.16,20.76,51.43911007
1763824762,11/22/2025 10:19:22,759,-3698,-1464,200,,10.12,-49.30666667,-19.52,53.98696304
1763824769,11/22/2025 10:19:29,-1105,-3483,1427,200,,-14.73333333,-46.44,19.02666667,52.30448122
1763824778,11/22/2025 10:19:38,174,-3476,-2065,200,,2.32,-46.34666667,-27.53333333,53.95813521
1763824788,11/22/2025 10:19:48,974,-3653,1163,200,,12.98666667,-48.70666667,15.50666667,52.73945013
1763824793,11/22/2025 10:19:53,-2394,-2941,753,200,,-31.92,-39.21333333,10.04,51.54971883
1763824800,11/22/2025 10:20:00,-1459,-3325,1414,200,,-19.45333333,-44.33333333,18.85333333,51.95502671
1763824809,11/22/2025 10:20:09,-684,-3006,-2567,200,,-9.12,-40.08,-34.22666667,53.48874191
1763824813,11/22/2025 10:20:13,-334,-2582,2821,200,,-4.453333333,-34.42666667,37.61333333,51.18388809
1763824820,11/22/2025 10:20:20,-932,-3854,344,200,,-12.42666667,-51.38666667,4.586666667,53.06645896
1763824825,11/22/2025 10:20:25,-331,-3697,-1573,200,,-4.413333333,-49.29333333,-20.97333333,53.75119472
1763824830,11/22/2025 10:20:30,-2124,-3289,174,200,,-28.32,-43.85333333,2.32,52.2543744
1763824836,11/22/2025 10:20:36,-1045,-2826,2400,200,,-13.93333333,-37.68,32,51.36068708
1763824845,11/22/2025 10:20:45,-586,-3433,1779,200,,-7.813333333,-45.77333333,23.72,52.14292495
1763824850,11/22/2025 10:20:50,-1257,-3471,1284,200,,-16.76,-46.28,17.12,52.1136297
1763824859,11/22/2025 10:20:59,-505,-3704,1305,200,,-6.733333333,-49.38666667,17.4,52.79337669
1763824867,11/22/2025 10:21:07,121,-3909,-993,200,,1.613333333,-52.12,-13.24,53.79958034
1763824871,11/22/2025 10:21:11,1151,-3853,-229,200,,15.34666667,-51.37333333,-3.053333333,53.7034673
1763824878,11/22/2025 10:21:18,-2760,-2660,-536,200,,-36.8,-35.46666667,-7.146666667,51.60619429
1763824883,11/22/2025 10:21:23,-1694,-2897,-2084,200,,-22.58666667,-38.62666667,-27.78666667,52.67139388
1763824889,11/22/2025 10:21:29,-578,-3760,-1299,200,,-7.706666667,-50.13333333,-17.32,53.59781919
1763824894,11/22/2025 10:21:34,-186,-3522,1720,200,,-2.48,-46.96,22.93333333,52.31949711
1763824901,11/22/2025 10:21:41,730,-3945,-34,200,,9.733333333,-52.6,-0.4533333333,53.49489031
1763824909,11/22/2025 10:21:49,-780,-3717,-1291,200,,-10.4,-49.56,,50.63944707
1763824914,11/22/2025 10:21:54,-2054,-3239,-924,200,,-27.38666667,-43.18666667,,51.13822141
1763824920,11/22/2025 10:22:00,-2354,-3029,532,200,,-31.38666667,-40.38666667,,51.14885814
1763824925,11/22/2025 10:22:05,373,-3953,488,200,,4.973333333,-52.70666667,,52.94078537
1763824934,11/22/2025 10:22:14,-1915,-3396,-636,200,,-25.53333333,-45.28,,51.98297328
1763824940,11/22/2025 10:22:20,-2586,-466,-2726,200,,-34.48,-6.213333333,-36.34666667,50.48322582
1763824947,11/22/2025 10:22:27,-556,-3601,-1691,200,,-7.413333333,-48.01333333,-22.54666667,53.55921832
1763824954,11/22/2025 10:22:34,1826,-3076,-1872,200,,24.34666667,-41.01333333,-24.96,53.83173125
1763824958,11/22/2025 10:22:38,1430,-3733,-379,200,,19.06666667,-49.77333333,-5.053333333,53.53931888
1763824963,11/22/2025 10:22:43,-761,-3874,438,200,,-10.14666667,-51.65333333,5.84,52.96345239
1763824970,11/22/2025 10:22:50,2179,-2779,-1892,200,,29.05333333,-37.05333333,-25.22666667,53.41751024
1763824975,11/22/2025 10:22:55,-264,-3859,-1128,200,,-3.52,-51.45333333,-15.04,53.7218532
1763824985,11/22/2025 10:23:05,-966,-2458,2783,200,,-12.88,-32.77333333,37.10666667,51.15555189
1763825006,11/22/2025 10:23:26,-3171,-1965,537,200,,-42.28,-26.2,7.16,50.25240293
1763825013,11/22/2025 10:23:33,787,-3714,-1404,200,,10.49333333,-49.52,-18.72,53.97016624
1763825017,11/22/2025 10:23:37,293,-3762,1177,200,,3.906666667,-50.16,15.69333333,52.70264088
1763825024,11/22/2025 10:23:44,1220,-3753,561,200,,16.26666667,-50.04,7.48,53.14655628
1763825029,11/22/2025 10:23:49,-1737,-3467,607,200,,-23.16,-46.22666667,8.093333333,52.33347261
1763825035,11/22/2025 10:23:55,-2936,-1543,1720,200,,-39.14666667,-20.57333333,22.93333333,49.81627579
1763825041,11/22/2025 10:24:01,-2161,-2395,1993,200,,-28.81333333,-31.93333333,26.57333333,50.55776894
1763825046,11/22/2025 10:24:06,-654,-3616,-1613,200,,-8.72,-48.21333333,-21.50666667,53.50794915
1763825051,11/22/2025 10:24:11,72,-3608,1558,200,,0.96,-48.10666667,20.77333333,52.40901025
1763825058,11/22/2025 10:24:18,-249,-3302,-2283,200,,-3.32,-44.02666667,-30.44,53.62800927
1763825062,11/22/2025 10:24:22,855,-3917,82,200,,11.4,-52.22666667,1.093333333,53.46756109
1763825067,11/22/2025 10:24:27,-2766,-2535,715,200,,-36.88,-33.8,9.533333333,50.92601344
1763825077,11/22/2025 10:24:37,-319,-3976,-383,200,,-4.253333333,-53.01333333,-5.106666667,53.42829213
1763825081,11/22/2025 10:24:41,1432,-3732,22,200,,19.09333333,-49.76,0.2933333333,53.29820843
1763825088,11/22/2025 10:24:48,838,-3621,-1565,200,,11.17333333,-48.28,-20.86666667,53.77006189
1763825094,11/22/2025 10:24:54,-2572,-2773,-874,200,,-34.29333333,-36.97333333,-11.65333333,51.75770732
1763825098,11/22/2025 10:24:58,-191,-3264,2114,200,,-2.546666667,-43.52,28.18666667,51.91304353
1763825103,11/22/2025 10:25:03,-1742,-3462,529,200,,-23.22666667,-46.16,7.053333333,52.15336188
1763825109,11/22/2025 10:25:09,-949,-3653,-1330,200,,-12.65333333,-48.70666667,,50.32341624
1763825117,11/22/2025 10:25:17,179,-4001,-114,200,,2.386666667,-53.34666667,,53.4000283
1763825126,11/22/2025 10:25:26,-1462,-3521,-1062,200,,-19.49333333,-46.94666667,,50.83285901
1763825131,11/22/2025 10:25:31,-1196,-3324,1655,200,,-15.94666667,-44.32,,47.10157723
1763825134,11/22/2025 10:25:34,-2093,-3109,-1114,200,,-27.90666667,-41.45333333,,49.97160082
1763825139,11/22/2025 10:25:39,-327,-3960,305,200,,-4.36,-52.8,4.066666667,53.13555662
1763825145,11/22/2025 10:25:45,-892,-3867,125,200,,-11.89333333,-51.56,1.666666667,52.94018092
1763825149,11/22/2025 10:25:49,-465,-3834,-1093,200,,-6.2,-51.12,-14.57333333,53.51706685
1763825156,11/22/2025 10:25:56,-2135,-2786,1521,200,,-28.46666667,-37.14666667,20.28,51.00494442
1763825162,11/22/2025 10:26:02,-1736,-3147,-1622,200,,-23.14666667,-41.96,-21.62666667,52.57492262
1763825165,11/22/2025 10:26:05,-1866,-2318,2366,200,,-24.88,-30.90666667,31.54666667,50.68953168
1763825177,11/22/2025 10:26:17,-1397,-3004,-2181,200,,-18.62666667,-40.05333333,-29.08,52.88542921
1763825183,11/22/2025 10:26:23,-170,-3945,486,200,,-2.266666667,-52.6,6.48,53.04609484
1763825188,11/22/2025 10:26:28,-2008,-2822,1641,200,,-26.77333333,-37.62666667,21.88,51.10099629
1763825199,11/22/2025 10:26:39,1226,-3048,2080,200,,16.34666667,-40.64,27.73333333,51.8455484
1763825207,11/22/2025 10:26:47,2623,-2667,1090,200,,34.97333333,-35.56,14.53333333,51.9506056
1763825211,11/22/2025 10:26:51,-498,-3734,1163,200,,-6.64,-49.78666667,15.50666667,52.56670514
1763825218,11/22/2025 10:26:58,-224,-3927,-777,200,,-2.986666667,-52.36,-10.36,53.45857628
1763825224,11/22/2025 10:27:04,1940,-3438,-624,200,,25.86666667,-45.84,-8.32,53.28801408
1763825227,11/22/2025 10:27:07,-32,-3805,-1296,200,,-0.4266666667,-50.73333333,-17.28,53.59712264
1763825233,11/22/2025 10:27:13,-583,-3363,-2098,200,,-7.773333333,-44.84,-27.97333333,53.41870168
1763825237,11/22/2025 10:27:17,-490,-3222,-2331,200,,-6.533333333,-42.96,-31.08,53.42482985
1763825245,11/22/2025 10:27:25,1793,-3427,848,200,,23.90666667,-45.69333333,11.30666667,52.79441385
1763825252,11/22/2025 10:27:32,-499,-3638,1402,200,,-6.653333333,-48.50666667,18.69333333,52.40805536
1763825256,11/22/2025 10:27:36,-2370,-2820,-1303,200,,-31.6,-37.6,-17.37333333,52.09753076
1763825262,11/22/2025 10:27:42,-1175,-3658,835,200,,-15.66666667,-48.77333333,11.13333333,52.42359774
1763825267,11/22/2025 10:27:47,-261,-3963,234,200,,-3.48,-52.84,3.12,53.0463043
1763825272,11/22/2025 10:27:52,-2209,-2612,1696,200,,-29.45333333,-34.82666667,22.61333333,50.90931545
1763825278,11/22/2025 10:27:58,937,-2987,-2523,200,,12.49333333,-39.82666667,-33.64,53.60873395
1763825282,11/22/2025 10:28:02,-1263,-3717,380,200,,-16.84,-49.56,5.066666667,52.58754901
1763825287,11/22/2025 10:28:07,-1129,-3790,-199,200,,-15.05333333,-50.53333333,-2.653333333,52.79451487
