accel_x,accel_y,accel_z,batt_current,batt_voltage,bme_altitude,bme_humidity,bme_pressure,bme_temp,cpu_load,cpu_temp,free_disk,free_memory,gps_alt,gps_lat,gps_lon,gps_num_sats,gps_velocity,gyro_x,gyro_y,gyro_z,i_3v3,i_5v0,i_vbatt,mag_x,mag_y,mag_z,num_resets,packet_count,reg_temp_3v3,reg_temp_5v0,temp,temp2,temp3,tmp1,tmp2,unix_time,used_disk,used_memory,v_3v3,v_5v0,v_vbatt
,,0.0,104876.0,177936.0,75.68,11.0,47.8,207.0,5.113010636295181,0.043947509765625,25.09215291561918,11.8603515625,11.8603515625,983.533159505128,250.40374994352544,3.311432086868791,0.4315703369140624,0.0,0.0,18.0625,22661864.0,448.0,63.0,,,,-257.0,-120.0,558.0,-289.0,18.8125,1763818744.9634085,23.182734375,28.01198299070484,-377.0,43.518479333142096,0.13673515625,0.2209737792968749,6202552.0,-1048.0,-15720.0
,,0.0,104876.0,177936.0,75.68,11.0,47.8,207.0,5.113010636295181,0.043947509765625,25.09215291561918,11.8603515625,11.8603515625,983.533159505128,250.40374994352544,3.311432086868791,0.4315703369140624,0.0,0.0,18.125,22661864.0,448.0,63.0,,,,-257.0,-120.0,558.0,-289.0,18.8125,1763818746.1790447,23.182734375,28.01198299070484,-377.0,43.518479333142096,0.13673515625,0.2209737792968749,6202552.0,-1048.0,-15720.0
,,0.0,108868.0,170724.0,50.63,12.0,45.1,207.0,5.113010636295181,0.043947509765625,25.09215291561918,11.8603515625,11.8603515625,983.5378138861566,250.36405378408992,3.311432086868791,0.4315703369140624,0.0,0.0,18.125,22664244.0,448.0,63.0,,,,-257.0,-120.0,558.0,-289.0,18.8125,1763818753.4397757,23.203046875,28.01198299070484,-377.0,43.56912593531428,0.13673515625,0.2209737792968749,6200172.0,-1048.0,-15720.0
,,0.0,108868.0,170724.0,50.63,12.0,45.1,207.0,5.113010636295181,0.043947509765625,25.09215291561918,11.8603515625,11.8603515625,983.5378138861566,250.36405378408992,3.311432086868791,0.4315703369140624,0.0,0.0,18.125,22664244.0,1720.0,446.0,,,,-212.0,105.0,100.0,434.0,18.8125,1763818756.4818182,23.203046875,28.01198299070484,-307.0,43.56912593531428,0.13673515625,0.2209737792968749,6200172.0,-1008.0,-15824.0
,,0.0,108868.0,170724.0,50.63,12.0,45.1,207.0,5.113010636295181,0.043947509765625,25.09215291561918,11.8603515625,11.8603515625,983.5378138861566,250.36405378408992,3.311432086868791,0.4315703369140624,0.0,0.0,18.125,22664244.0,1720.0,446.0,,,,-212.0,105.0,100.0,434.0,18.9375,1763818757.7539668,23.203046875,28.01198299070484,-307.0,43.56912593531428,0.13673515625,0.2209737792968749,6200172.0,-1008.0,-15824.0
,,0.0,108868.0,170724.0,50.63,12.0,45.1,207.0,5.113010636295181,0.043947509765625,25.09215291561918,11.8603515625,11.8603515625,983.5378138861566,250.36405378408992,3.311432086868791,0.4315703369140624,0.0,0.0,18.125,22664244.0,448.0,63.0,,,,-257.0,-120.0,558.0,-289.0,18.8125,1763818751.9870863,23.203046875,28.01198299070484,-377.0,43.56912593531428,0.13673515625,0.2209737792968749,6200172.0,-1048.0,-15720.0
,,0.0,104876.0,177936.0,75.68,12.0,47.8,207.0,5.113010636295181,0.043947509765625,25.09215291561918,11.8603515625,11.8603515625,983.5378138861566,250.36405378408992,3.311432086868791,0.4315703369140624,0.0,0.0,18.125,22661864.0,448.0,63.0,,,,-257.0,-120.0,558.0,-289.0,18.8125,1763818750.196221,23.203046875,28.01198299070484,-377.0,43.56912593531428,0.13673515625,0.2209737792968749,6202552.0,-1048.0,-15720.0
,,0.0,108868.0,170724.0,50.63,12.0,45.1,207.0,5.113010636295181,0.043947509765625,25.09215291561918,11.8603515625,11.8603515625,983.562888216101,250.15020313175424,3.311432086868791,0.4315703369140624,0.0,0.0,18.1875,22664244.0,1720.0,446.0,,,,-212.0,105.0,100.0,434.0,18.9375,1763818763.2256389,23.279609375,28.01198299070484,-307.0,43.69875601652724,0.13673515625,0.2209737792968749,6200172.0,-1008.0,-15824.0
,,0.0,108868.0,170724.0,50.63,13.0,45.1,207.0,5.105664356645332,0.0482201843261718,27.17832227436565,11.826171875,11.831868489583334,983.562888216101,250.15020313175424,3.3162946890521523,0.400438671875,0.0,0.0,18.1875,22664244.0,1720.0,446.0,,,,-212.0,105.0,100.0,434.0,18.9375,1763818765.9776812,23.279609375,29.46978279558857,-307.0,43.69875601652724,0.1342934570312499,0.1727502197265625,6200172.0,-1008.0,-15824.0
,,0.0,108868.0,170724.0,50.63,13.0,45.1,207.0,5.105664356645332,0.0482201843261718,27.17832227436565,11.826171875,11.831868489583334,983.562888216101,250.15020313175424,3.3162946890521523,0.400438671875,0.0,0.0,18.1875,22664244.0,1720.0,446.0,,,,-212.0,105.0,100.0,434.0,18.9375,1763818767.2883315,23.279609375,29.46978279558857,-307.0,43.69875601652724,0.1342934570312499,0.1727502197265625,6200172.0,-1008.0,-15824.0
,,0.0,108868.0,170724.0,50.63,11.0,45.1,207.0,5.135049475244729,0.0476098022460937,27.90780057374809,11.831868489583334,11.826171875,983.562888216101,250.15020313175424,3.290360810740894,0.4028803710937499,0.0,0.0,18.5625,22664244.0,-176.0,-1129.0,,,,-281.0,-46.0,-2684.0,-205.0,19.4375,1763818839.227074,23.279609375,29.417742729389147,-349.0,43.69875601652724,0.1318517578125,0.1715293701171875,6200172.0,-2120.0,-15592.0
,,0.0,108868.0,170724.0,50.63,13.0,45.1,207.0,5.105664356645332,0.0482201843261718,27.17832227436565,11.826171875,11.831868489583334,983.562888216101,250.15020313175424,3.3162946890521523,0.400438671875,0.0,0.0,18.1875,22664244.0,1720.0,446.0,,,,-212.0,105.0,100.0,434.0,18.9375,1763818764.478794,23.279609375,29.46978279558857,-307.0,43.69875601652724,0.1342934570312499,0.1727502197265625,6200172.0,-1008.0,-15824.0
,,0.0,108868.0,170724.0,50.63,14.0,45.1,207.0,5.135049475244729,0.0476098022460937,27.90780057374809,11.831868489583334,11.826171875,983.562888216101,250.15020313175424,3.290360810740894,0.4028803710937499,0.0,0.0,18.25,22664244.0,1720.0,446.0,,,,-212.0,105.0,100.0,434.0,18.9375,1763818769.6318724,23.279609375,29.417742729389147,-307.0,43.69875601652724,0.1318517578125,0.1715293701171875,6200172.0,-1008.0,-15824.0
,,0.0,108868.0,170724.0,50.63,14.0,45.1,207.0,5.135049475244729,0.0476098022460937,27.90780057374809,11.831868489583334,11.826171875,983.562888216101,250.15020313175424,3.290360810740894,0.4028803710937499,0.0,0.0,18.25,22664244.0,-176.0,-1129.0,,,,-281.0,-46.0,-2684.0,-205.0,18.9375,1763818771.5223677,23.279609375,29.417742729389147,-349.0,43.69875601652724,0.1318517578125,0.1715293701171875,6200172.0,-2120.0,-15592.0
,,0.0,108868.0,170724.0,50.63,13.0,45.1,207.0,5.105664356645332,0.0482201843261718,27.17832227436565,11.826171875,11.831868489583334,983.562888216101,250.15020313175424,3.3162946890521523,0.400438671875,0.0,0.0,18.25,22664244.0,1720.0,446.0,,,,-212.0,105.0,100.0,434.0,18.9375,1763818768.918897,23.279609375,29.46978279558857,-307.0,43.69875601652724,0.1342934570312499,0.1727502197265625,6200172.0,-1008.0,-15824.0
,,0.0,108868.0,170724.0,50.63,14.0,45.1,207.0,5.135049475244729,0.0476098022460937,27.90780057374809,11.831868489583334,11.826171875,983.562888216101,250.15020313175424,3.290360810740894,0.4028803710937499,0.0,0.0,18.5625,22664244.0,-176.0,-1129.0,,,,-281.0,-46.0,-2684.0,-205.0,19.4375,1763818837.5540254,23.279609375,29.417742729389147,-349.0,43.69875601652724,0.1318517578125,0.1715293701171875,6200172.0,-2120.0,-15592.0
,,0.0,104876.0,177936.0,75.68,16.0,47.8,207.0,5.113010636295181,0.043947509765625,25.09215291561918,11.8603515625,11.8603515625,983.4456556711592,251.15007859597543,3.311432086868791,0.4315703369140624,0.0,0.0,17.625,22661864.0,448.0,63.0,,,,-257.0,-120.0,558.0,-289.0,18.1875,1763818655.2409348,22.4192578125,28.01198299070484,-377.0,44.88032253412819,0.13673515625,0.2209737792968749,6202552.0,-1048.0,-15720.0
,,0.0,117368.0,172720.0,50.5,15.0,45.6,207.0,5.113010636295181,0.043947509765625,25.09215291561918,11.8603515625,11.8603515625,983.4456556711592,251.15007859597543,3.311432086868791,0.4315703369140624,0.0,0.0,17.625,22661904.0,448.0,63.0,,,,-257.0,-120.0,558.0,-289.0,18.1875,1763818652.9963331,22.4192578125,28.01198299070484,-377.0,44.88032253412819,0.13673515625,0.2209737792968749,6202512.0,-1048.0,-15720.0
,,0.0,104876.0,177936.0,75.68,11.0,47.8,207.0,5.113010636295181,0.043947509765625,25.09215291561918,11.8603515625,11.8603515625,983.4456556711592,251.15007859597543,3.311432086868791,0.4315703369140624,0.0,0.0,17.625,22661864.0,448.0,63.0,,,,-257.0,-120.0,558.0,-289.0,18.1875,1763818737.2610574,22.4192578125,28.01198299070484,-377.0,44.88032253412819,0.13673515625,0.2209737792968749,6202552.0,-1048.0,-15720.0
,,0.0,117368.0,172720.0,50.5,16.0,45.6,207.0,5.113010636295181,0.043947509765625,25.09215291561918,11.8603515625,11.8603515625,983.4456556711592,251.15007859597543,3.311432086868791,0.4315703369140624,0.0,0.0,17.625,22661904.0,448.0,63.0,,,,-257.0,-120.0,558.0,-289.0,18.1875,1763818654.6519911,22.4192578125,28.01198299070484,-377.0,44.88032253412819,0.13673515625,0.2209737792968749,6202512.0,-1048.0,-15720.0
,,0.0,117368.0,172720.0,50.5,15.0,45.6,207.0,5.113010636295181,0.043947509765625,25.09215291561918,11.8603515625,11.8603515625,983.4456556711592,251.15007859597543,3.311432086868791,0.4315703369140624,0.0,0.0,17.625,22661904.0,448.0,63.0,,,,-257.0,-120.0,558.0,-289.0,18.1875,1763818652.2520573,22.4192578125,28.01198299070484,-377.0,44.88032253412819,0.13673515625,0.2209737792968749,6202512.0,-1048.0,-15720.0
,,0.0,117368.0,172720.0,50.5,15.0,45.6,207.0,5.113010636295181,0.043947509765625,25.09215291561918,11.8603515625,11.8603515625,983.4772484687508,250.8806143717971,3.311432086868791,0.4315703369140624,0.0,0.0,17.625,22661904.0,288.0,67.0,,,,-247.0,-117.0,-543.0,220.0,18.125,1763818645.1691446,22.34328125,28.01198299070484,-382.0,45.56041494236355,0.13673515625,0.2209737792968749,6202512.0,-1120.0,-16136.0
,,0.0,117368.0,172720.0,50.5,15.0,45.6,207.0,5.113010636295181,0.043947509765625,25.09215291561918,11.8603515625,11.8603515625,983.4772484687508,250.8806143717971,3.311432086868791,0.4315703369140624,0.0,0.0,17.625,22661904.0,448.0,63.0,,,,-257.0,-120.0,558.0,-289.0,18.125,1763818646.6645558,22.34328125,28.01198299070484,-377.0,45.56041494236355,0.13673515625,0.2209737792968749,6202512.0,-1048.0,-15720.0
,,0.0,117368.0,172720.0,50.5,15.0,45.6,207.0,5.113010636295181,0.043947509765625,25.09215291561918,11.8603515625,11.8603515625,983.4772484687508,250.8806143717971,3.311432086868791,0.4315703369140624,0.0,0.0,17.625,22661904.0,448.0,63.0,,,,-257.0,-120.0,558.0,-289.0,18.1875,1763818647.9695685,22.34328125,28.01198299070484,-377.0,45.56041494236355,0.13673515625,0.2209737792968749,6202512.0,-1048.0,-15720.0
,,0.0,117368.0,172720.0,50.5,15.0,45.6,207.0,5.113010636295181,0.043947509765625,25.09215291561918,11.8603515625,11.8603515625,983.4772484687508,250.8806143717971,3.311432086868791,0.4315703369140624,0.0,0.0,17.625,22661904.0,448.0,63.0,,,,-257.0,-120.0,558.0,-289.0,18.1875,1763818649.1631322,22.34328125,28.01198299070484,-377.0,45.56041494236355,0.13673515625,0.2209737792968749,6202512.0,-1048.0,-15720.0
