tmp2,unix_time,bme_temp,bme_humidity,bme_pressure,bme_altitude,batt_voltage,batt_current,v_3v3,i_3v3,v_5v0,i_5v0,v_vbatt,i_vbatt,reg_temp_3v3,reg_temp_5v0,num_resets,packet_count,cpu_temp,cpu_load,used_memory,free_memory,used_disk,free_disk,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,gps_lat,gps_lon,gps_alt,gps_velocity,gps_num_sats,tmp1
19.5625,1763818855.016539,23.605,43.05319802516102,983.5676034907013,250.10998861009188,11.848958333333334,0.43218076171875,3.300086015107616,0.050051330566406246,5.113010636295181,0.21181740722656248,11.80908203125,0.1312413330078125,27.490998999142676,29.365700871273475,207,11,46.2,50.75,161248,121592,6200236,22664180,-2720,-168,-15832,471,-130,-447,-341,-40,-259,,,0,0,0,18.625
19.5625,1763818857.0841286,23.605,43.05319802516102,983.5676034907013,250.10998861009188,11.848958333333334,0.43218076171875,3.300086015107616,0.050051330566406246,5.113010636295181,0.21181740722656248,11.80908203125,0.1312413330078125,27.490998999142676,29.365700871273475,207,11,46.2,50.75,161248,121592,6200236,22664180,-2720,-168,-15832,471,-130,-447,-341,-40,-259,,,0,0,0,18.6875
19.5625,1763818858.4914463,23.605,43.05319802516102,983.5676034907013,250.10998861009188,11.848958333333334,0.43218076171875,3.300086015107616,0.050051330566406246,5.113010636295181,0.21181740722656248,11.80908203125,0.1312413330078125,27.490998999142676,29.365700871273475,207,11,46.2,50.75,161248,121592,6200236,22664180,-3152,-672,-15560,-246,340,-368,-337,-38,-258,,,0,0,0,18.6875
19.625,1763818860.9541337,23.6633984375,42.90911485620896,983.5423317184137,250.32552236360868,11.848958333333334,0.43218076171875,3.300086015107616,0.050051330566406246,5.113010636295181,0.21181740722656248,11.80908203125,0.1312413330078125,27.490998999142676,29.365700871273475,207,11,46.2,50.75,161248,121592,6200236,22664180,-3152,-672,-15560,-246,340,-368,-337,-38,-258,,,0,0,0,18.6875
19.625,1763818862.7550368,23.6633984375,42.90911485620896,983.5423317184137,250.32552236360868,11.848958333333334,0.43218076171875,3.300086015107616,0.050051330566406246,5.113010636295181,0.21181740722656248,11.80908203125,0.1312413330078125,27.490998999142676,29.365700871273475,207,11,47.2,50.25,165460,117040,6200240,22664176,-3152,-672,-15560,-246,340,-368,-337,-38,-258,,,0,0,0,18.6875
19.625,1763818864.1485841,23.6633984375,42.90911485620896,983.5423317184137,250.32552236360868,11.848958333333334,0.43218076171875,3.300086015107616,0.050051330566406246,5.113010636295181,0.21181740722656248,11.80908203125,0.1312413330078125,27.490998999142676,29.365700871273475,207,11,47.2,50.25,165460,117040,6200240,22664176,224,-568,-16264,-574,-88,-120,-501,107,-285,,,0,0,0,18.6875
19.625,1763818866.8196752,23.6633984375,42.90911485620896,983.5423317184137,250.32552236360868,11.848958333333334,0.43218076171875,3.300086015107616,0.050051330566406246,5.113010636295181,0.21181740722656248,11.80908203125,0.1312413330078125,27.490998999142676,29.365700871273475,207,11,47.2,50.25,165460,117040,6200240,22664176,224,-568,-16264,-574,-88,-120,-501,107,-285,,,0,0,0,18.75
19.6875,1763818867.357521,23.6633984375,42.90911485620896,983.5423317184137,250.32552236360868,11.848958333333334,0.43218076171875,3.300086015107616,0.050051330566406246,5.113010636295181,0.21181740722656248,11.80908203125,0.1312413330078125,27.490998999142676,29.365700871273475,207,11,47.2,50.25,165460,117040,6200240,22664176,224,-568,-16264,-574,-88,-120,-501,107,-285,,,0,0,0,18.75
19.6875,1763818868.843983,23.7012890625,42.89530552242105,983.5611857517074,250.16472274681766,11.848958333333334,0.43218076171875,3.300086015107616,0.050051330566406246,5.113010636295181,0.21181740722656248,11.80908203125,0.1312413330078125,27.490998999142676,29.365700871273475,207,11,47.2,50.25,165460,117040,6200240,22664176,224,-568,-16264,-574,-88,-120,-501,107,-285,,,0,0,0,18.75
19.6875,1763818928.635843,23.7012890625,42.89530552242105,983.5611857517074,250.16472274681766,11.848958333333334,0.43218076171875,3.300086015107616,0.050051330566406246,5.113010636295181,0.21181740722656248,11.80908203125,0.1312413330078125,27.490998999142676,29.365700871273475,207,11,47.2,50.25,165460,117040,6200240,22664176,224,-568,-16264,-574,-88,-120,-501,107,-285,,,0,0,0,18.75
19.6875,1763818934.9701598,23.7012890625,42.89530552242105,983.5611857517074,250.16472274681766,11.848958333333334,0.43218076171875,3.300086015107616,0.050051330566406246,5.113010636295181,0.21181740722656248,11.80908203125,0.1312413330078125,27.490998999142676,29.365700871273475,207,11,47.2,50.25,165460,117040,6200240,22664176,224,-568,-16264,-574,-88,-120,-501,107,-285,,,0,0,0,18.75
19.6875,1763818936.1538942,23.7012890625,42.89530552242105,983.5611857517074,250.16472274681766,11.848958333333334,0.43218076171875,3.300086015107616,0.050051330566406246,5.113010636295181,0.21181740722656248,11.80908203125,0.1312413330078125,27.490998999142676,29.365700871273475,207,11,47.2,50.25,165460,117040,6200240,22664176,224,-568,-16264,-574,-88,-120,-501,107,-285,,,0,0,0,19.0625
19.6875,1763818936.4991121,23.7012890625,42.89530552242105,983.5611857517074,250.16472274681766,11.848958333333334,0.43218076171875,3.300086015107616,0.050051330566406246,5.113010636295181,0.21181740722656248,11.80908203125,0.1312413330078125,27.490998999142676,29.365700871273475,207,11,47.2,50.25,165460,117040,6200240,22664176,224,-568,-16264,-574,-88,-120,-501,107,-285,,,0,0,0,19.0625
20.1875,1763818938.0640888,23.7012890625,42.89530552242105,983.5611857517074,250.16472274681766,11.848958333333334,0.43218076171875,3.300086015107616,0.050051330566406246,5.113010636295181,0.21181740722656248,11.80908203125,0.1312413330078125,27.490998999142676,29.365700871273475,207,11,47.2,50.25,165460,117040,6200240,22664176,224,-568,-16264,-574,-88,-120,-501,107,-285,,,0,0,0,19.0625
20.1875,1763818941.7946348,23.853828125,39.44828351619547,983.399732094561,251.54178673136133,11.848958333333334,0.43218076171875,3.300086015107616,0.050051330566406246,5.113010636295181,0.21181740722656248,11.80908203125,0.1312413330078125,27.490998999142676,29.365700871273475,207,11,47.2,50.25,165460,117040,6200240,22664176,224,-568,-16264,-574,-88,-120,-501,107,-285,,,0,0,0,19.0625
20.1875,1763818941.9680464,23.853828125,39.44828351619547,983.399732094561,251.54178673136133,11.848958333333334,0.43218076171875,3.300086015107616,0.050051330566406246,5.113010636295181,0.21181740722656248,11.80908203125,0.1312413330078125,27.490998999142676,29.365700871273475,207,11,47.2,50.25,165460,117040,6200240,22664176,224,-568,-16264,-574,-88,-120,-501,107,-285,,,0,0,0,19.125
20.1875,1763818943.0860152,23.853828125,39.44828351619547,983.399732094561,251.54178673136133,11.848958333333334,0.43218076171875,3.300086015107616,0.050051330566406246,5.113010636295181,0.21181740722656248,11.80908203125,0.1312413330078125,27.490998999142676,29.365700871273475,207,11,47.2,50.25,165460,117040,6200240,22664176,224,-568,-16264,-574,-88,-120,-501,107,-285,,,0,0,0,19.125
