temp,temp2,temp3,unix_time,gps_lat,gps_lon,gps_alt,gps_velocity,gps_num_sats,cpu_temp,cpu_load,used_memory,free_memory,used_disk,free_disk,tmp1,bme_temp,bme_humidity,bme_pressure,bme_altitude,batt_voltage,batt_current,v_3v3,i_3v3,v_5v0,i_5v0,v_vbatt,i_vbatt,reg_temp_3v3,reg_temp_5v0,tmp2,packet_count,num_resets,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
1,3,6,1763808852.1482172,,,0,0,0,51.5,44.14,172124,96340,6201500,22662916,26.0,25.480390625,23.299154384056,984.0954688226308,245.60904187643487,12.430013020833334,0.40776376953124993,3.3195364238410594,0.043947509765625,5.127703195594879,0.20632358398437498,12.412923177083334,0.10194094238281248,32.38117230259536,35.96074110892232,26.9375,15,202,56,-856,17056,-66,-2,46,-405,-203,81
1,3,6,1763808853.0556977,,,0,0,0,51.5,44.14,172124,96340,6201500,22662916,26.0,25.480390625,23.299154384056,984.0954688226308,245.60904187643487,12.39013671875,0.400438671875,3.272531269401904,0.03967483520507812,5.137498235128012,0.21425910644531249,12.412923177083334,0.10194094238281248,31.653849922918425,36.841368531181615,26.9375,15,202,56,-856,17056,-66,-2,46,-405,-203,81
1,3,6,1763808854.258041,,,0,0,0,51.5,50.75,162616,105832,6201512,22662904,26.0,25.480390625,23.299154384056,984.0954688226308,245.60904187643487,12.39013671875,0.400438671875,3.272531269401904,0.03967483520507812,5.137498235128012,0.21425910644531249,12.412923177083334,0.10194094238281248,31.653849922918425,36.841368531181615,26.9375,15,202,56,-856,17056,-66,-2,46,-405,-203,81
1,3,6,1763808855.5361989,,,0,0,0,51.5,50.75,162616,105832,6201512,22662904,26.0,25.5075390625,23.41208437418695,984.0968655869548,245.59713468637568,12.39013671875,0.400438671875,3.272531269401904,0.03967483520507812,5.137498235128012,0.21425910644531249,12.412923177083334,0.10194094238281248,31.653849922918425,36.841368531181615,26.9375,15,202,56,-856,17056,-66,-2,46,-405,-203,81
1,3,6,1763808856.5865092,,,0,0,0,51.5,50.75,162616,105832,6201512,22662904,25.9375,25.5075390625,23.41208437418695,984.0968655869548,245.59713468637568,12.39013671875,0.400438671875,3.272531269401904,0.03967483520507812,5.137498235128012,0.21425910644531249,12.412923177083334,0.10194094238281248,31.653849922918425,36.841368531181615,26.9375,15,202,56,-856,17056,-66,-2,46,-405,-203,81
1,3,6,1763808857.5370975,,,0,0,0,51.5,50.75,162616,105832,6201512,22662904,25.9375,25.5075390625,23.41208437418695,984.0968655869548,245.59713468637568,12.39013671875,0.400438671875,3.272531269401904,0.03967483520507812,5.137498235128012,0.21425910644531249,12.412923177083334,0.10194094238281248,31.653849922918425,36.841368531181615,26.9375,15,202,56,-856,17056,-66,-2,46,-405,-203,81
1,3,6,1763808858.9807835,,,0,0,0,51.5,59.19,168100,100320,6201512,22662904,25.9375,25.5075390625,23.41208437418695,984.0968655869548,245.59713468637568,12.39013671875,0.400438671875,3.272531269401904,0.03967483520507812,5.137498235128012,0.21425910644531249,12.412923177083334,0.10194094238281248,31.653849922918425,36.841368531181615,26.9375,15,202,56,-856,17056,-66,-2,46,-405,-203,81
1,3,6,1763808860.1529965,,,0,0,0,51.5,59.19,168100,100320,6201512,22662904,25.9375,25.5075390625,23.41208437418695,984.0968655869548,245.59713468637568,12.39013671875,0.400438671875,3.272531269401904,0.03967483520507812,5.137498235128012,0.21425910644531249,12.412923177083334,0.10194094238281248,31.653849922918425,36.841368531181615,26.9375,15,202,56,-856,17056,-66,-2,46,-405,-203,81
1,3,6,1763808861.5253646,,,0,0,0,51.5,59.19,168100,100320,6201512,22662904,25.9375,25.5284375,23.71549142159654,984.0811983436764,245.73069618660455,12.39013671875,0.400438671875,3.272531269401904,0.03967483520507812,5.137498235128012,0.21425910644531249,12.412923177083334,0.10194094238281248,31.653849922918425,36.841368531181615,26.9375,15,202,56,-856,17056,-66,-2,46,-405,-203,81
1,3,6,1763808862.3098578,,,0,0,0,51.5,59.19,168100,100320,6201512,22662904,25.9375,25.5284375,23.71549142159654,984.0811983436764,245.73069618660455,12.39013671875,0.400438671875,3.272531269401904,0.03967483520507812,5.137498235128012,0.21425910644531249,12.412923177083334,0.10194094238281248,31.653849922918425,36.841368531181615,26.9375,15,202,56,-856,17056,-66,-2,46,-405,-203,81
1,3,6,1763808863.523579,,,0,0,0,51.5,59.19,168100,100320,6201512,22662904,25.9375,25.5284375,23.71549142159654,984.0811983436764,245.73069618660455,12.39013671875,0.400438671875,3.272531269401904,0.03967483520507812,5.137498235128012,0.21425910644531249,12.412923177083334,0.10194094238281248,31.653849922918425,36.841368531181615,26.9375,15,202,56,-856,17056,-66,-2,46,-405,-203,81
1,3,6,1763808864.3428519,,,0,0,0,51.5,41.1,170860,97556,6201512,22662904,25.9375,25.5284375,23.71549142159654,984.0811983436764,245.73069618660455,12.39013671875,0.400438671875,3.272531269401904,0.03967483520507812,5.137498235128012,0.21425910644531249,12.412923177083334,0.10194094238281248,31.653849922918425,36.841368531181615,26.9375,15,202,56,-856,17056,-66,-2,46,-405,-203,81
1,3,6,1763808865.5257306,,,0,0,0,51.5,41.1,170860,97556,6201512,22662904,25.9375,25.5284375,23.71549142159654,984.0811983436764,245.73069618660455,12.39013671875,0.400438671875,3.272531269401904,0.03967483520507812,5.137498235128012,0.21425910644531249,12.412923177083334,0.10194094238281248,31.653849922918425,36.841368531181615,26.9375,15,202,56,-856,17056,-66,-2,46,-405,-203,81
1,3,6,1763808866.166671,,,0,0,0,51.5,41.1,170860,97556,6201512,22662904,25.9375,25.5284375,23.71549142159654,984.0811983436764,245.73069618660455,12.39013671875,0.400438671875,3.272531269401904,0.03967483520507812,5.137498235128012,0.21425910644531249,12.412923177083334,0.10194094238281248,31.653849922918425,36.841368531181615,26.875,15,202,56,-856,17056,-66,-2,46,-405,-203,81
1,3,6,1763808867.6484776,,,0,0,0,51.5,41.1,170860,97556,6201512,22662904,26.0,25.55890625,23.94058688895763,984.0949479115205,245.61348256293783,12.39013671875,0.400438671875,3.272531269401904,0.03967483520507812,5.137498235128012,0.21425910644531249,12.412923177083334,0.10194094238281248,31.653849922918425,36.841368531181615,26.875,15,202,56,-856,17056,-66,-2,46,-405,-203,81
1,3,6,1763808868.530418,,,0,0,0,51.5,41.1,170860,97556,6201512,22662904,26.0,25.55890625,23.94058688895763,984.0949479115205,245.61348256293783,12.45849609375,0.38334677734374994,3.3065694846854305,0.04089559936523437,5.115459396178464,0.1715293701171875,12.464192708333334,0.10072009277343749,32.225346917472734,36.32341425928098,26.875,15,202,56,-856,17056,-66,-2,46,-405,-203,81
1,3,6,1763808869.5296721,,,0,0,0,51.5,41.1,170860,97556,6201512,22662904,26.0,25.55890625,23.94058688895763,984.0949479115205,245.61348256293783,12.45849609375,0.38334677734374994,3.3065694846854305,0.04089559936523437,5.115459396178464,0.1715293701171875,12.464192708333334,0.10072009277343749,32.225346917472734,36.32341425928098,26.875,15,202,56,-856,17056,-66,-2,46,-405,-203,81
1,3,6,1763808870.5053163,,,0,0,0,51.5,44.0,171984,96420,6201512,22662904,26.0,25.55890625,23.94058688895763,984.0949479115205,245.61348256293783,12.45849609375,0.38334677734374994,3.3065694846854305,0.04089559936523437,5.115459396178464,0.1715293701171875,12.464192708333334,0.10072009277343749,32.225346917472734,36.32341425928098,26.875,16,202,56,-856,17056,-66,-2,46,-405,-203,81
1,3,6,1763808871.531448,,,0,0,0,51.5,44.0,171984,96420,6201512,22662904,26.0,25.55890625,23.94058688895763,984.0949479115205,245.61348256293783,12.45849609375,0.38334677734374994,3.3065694846854305,0.04089559936523437,5.115459396178464,0.1715293701171875,12.464192708333334,0.10072009277343749,32.225346917472734,36.32341425928098,26.875,16,202,56,-856,17056,-66,-2,46,-405,-203,81
1,3,6,1763808872.079991,,,0,0,0,51.5,44.0,171984,96420,6201512,22662904,26.0,25.55890625,23.94058688895763,984.0949479115205,245.61348256293783,12.45849609375,0.38334677734374994,3.3065694846854305,0.04089559936523437,5.115459396178464,0.1715293701171875,12.464192708333334,0.10072009277343749,32.225346917472734,36.32341425928098,26.875,16,202,56,-856,17056,-66,-2,46,-405,-203,81
1,3,6,1763808873.1286986,,,0,0,0,51.5,44.0,171984,96420,6201512,22662904,25.9375,25.55890625,23.94058688895763,984.0949479115205,245.61348256293783,12.45849609375,0.38334677734374994,3.3065694846854305,0.04089559936523437,5.115459396178464,0.1715293701171875,12.464192708333334,0.10072009277343749,32.225346917472734,36.32341425928098,26.875,16,202,56,-856,17056,-66,-2,46,-405,-203,81
